get metadata from header,parseDataReportFlag ok,parse metadata,infra.grpc.invoker,DeleteFieldValues <:REQ:>,<:staticStrategies:>,rego exec input:<:MAP:>,build <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,computeDeptMembersObjectIDs end,computeOwnObjectIDs end,getDept success,getBackupEmp success,no need or no have tags [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,Depts only have yunzhanghu,getPermTagsAndValues success,curpkg+name: code.yunzhanghu.com/be/yid/server/grpc/v1/CheckDelay [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,AuthListByName <:<:ChineseInfo:>:>,<:REQ:>,no need or no have tags,build <:*:>,build <:*:> <:*:> [trace.id=<:SEQ:> <:transactionID:> <:spanID:>,ClientEnvHandler is <:*:>,<:GIN:>,superiorAndDeputy empty,approve callback start,approve status error,svc.ApproveCallback failed,Response=<:MAP:>,message,loaded policy count:<:NUM:>,<:list modules:>,loadRegoMySQLInterval success,timestamp,unknown
10301,10301,10302,10301,4068,48,288,260,48,48,245,245,48,237,48,48,28,4068,48,288,28,26,26,8,2,2,2,2,2,2,2,2,2023-11-11 00:40:00,0
10309,10309,10308,10309,4075,48,290,262,48,48,239,239,48,237,48,48,28,4075,48,290,28,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 00:42:00,0
10193,10193,10194,10193,4026,46,286,261,46,46,239,239,46,235,46,46,25,4026,46,286,25,28,28,4,4,4,4,4,4,2,2,2,2023-11-11 00:44:00,0
10294,10294,10293,10294,4062,47,294,260,47,47,244,244,47,237,47,47,34,4062,47,294,34,26,26,7,2,2,2,2,2,2,2,2,2023-11-11 00:46:00,2
10328,10328,10330,10328,4088,48,284,262,48,48,239,239,48,237,48,48,22,4088,48,284,22,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 00:48:00,0
10342,10342,10342,10342,4090,48,291,264,48,48,242,242,48,238,48,48,27,4090,48,291,27,28,28,4,4,4,4,4,4,2,2,2,2023-11-11 00:50:00,0
10295,10295,10293,10295,4066,48,291,262,48,48,241,241,48,237,48,48,29,4066,48,291,29,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 00:52:00,1
10313,10313,10314,10313,4076,48,285,260,48,48,243,243,48,237,48,48,25,4076,48,285,25,26,26,6,2,2,2,2,2,2,2,2,2023-11-11 00:54:00,0
10276,10276,10275,10276,4058,48,279,261,48,48,242,242,48,236,48,48,18,4058,48,279,18,26,26,6,2,2,2,2,2,2,2,2,2023-11-11 00:56:00,2
10325,10325,10328,10325,4083,48,287,264,48,48,239,239,48,238,48,48,23,4083,48,287,23,28,28,0,4,4,4,4,4,2,2,2,2023-11-11 00:58:00,1
10280,10280,10277,10280,4063,47,282,260,47,47,239,239,47,236,47,47,22,4063,47,282,22,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 01:00:00,0
10312,10312,10312,10312,4067,48,303,262,48,48,244,244,48,237,48,48,41,4067,48,303,41,26,26,7,2,1,2,2,2,2,2,2,2023-11-11 01:02:00,3
10303,10303,10303,10303,4065,48,298,262,48,48,243,243,48,238,48,48,36,4065,48,298,36,27,27,5,3,2,3,3,3,2,2,2,2023-11-11 01:04:00,1
10278,10278,10279,10278,4052,48,295,262,48,48,241,241,48,236,48,48,33,4052,48,295,33,28,28,5,4,4,4,4,4,2,2,2,2023-11-11 01:06:00,0
10275,10275,10274,10275,4056,48,286,260,48,48,239,239,48,236,48,48,26,4056,48,286,26,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 01:08:00,0
10192,10192,10193,10192,4026,48,283,259,48,48,239,239,48,235,48,48,24,4026,48,283,24,26,26,4,2,2,2,2,2,2,2,2,2023-11-11 01:10:00,0
10323,10323,10323,10323,4088,48,281,261,48,48,240,240,48,238,48,48,20,4088,48,281,20,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 01:12:00,0
10280,10280,10281,10280,4061,48,284,264,48,48,238,238,48,237,48,48,20,4061,48,284,20,28,28,1,4,4,4,4,4,2,2,2,2023-11-11 01:14:00,0
10267,10267,10267,10267,4050,47,294,259,47,47,240,240,47,236,47,47,35,4050,47,294,35,26,26,4,2,2,2,2,2,2,2,2,2023-11-11 01:16:00,0
10318,10318,10317,10318,4081,47,287,262,47,47,239,239,47,237,47,47,25,4081,47,287,25,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 01:18:00,0
10285,10285,10286,10285,4071,48,282,262,48,48,240,240,48,237,48,48,20,4071,48,282,20,28,28,3,4,4,4,4,4,2,2,2,2023-11-11 01:20:00,0
10318,10318,10316,10318,4078,47,287,262,47,47,240,240,47,237,47,47,25,4078,47,287,25,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 01:22:00,0
10318,10318,10320,10318,4068,48,312,262,48,48,242,242,48,237,48,48,50,4068,48,312,50,26,26,5,2,2,2,2,2,2,2,2,2023-11-11 01:24:00,0
10270,10270,10271,10270,4055,48,281,260,48,48,242,242,48,237,48,48,21,4055,48,281,21,26,26,5,2,2,2,2,2,2,2,2,2023-11-11 01:26:00,0
10334,10334,10332,10334,4085,48,293,264,48,48,243,243,48,238,48,48,29,4085,48,293,29,28,28,5,4,4,4,4,4,2,2,2,2023-11-11 01:28:00,0
10325,10325,10325,10325,4085,48,288,262,48,48,238,238,48,237,48,48,26,4085,48,288,26,26,26,1,2,1,2,2,2,2,2,2,2023-11-11 01:30:00,1
10349,10349,10348,10349,4094,47,291,264,47,47,243,243,47,238,47,47,27,4094,47,291,27,27,27,5,3,2,3,3,3,2,2,2,2023-11-11 01:32:00,1
10219,10219,10219,10219,4037,48,283,258,48,48,237,237,48,235,48,48,25,4037,48,283,25,25,25,2,2,2,2,2,2,2,2,2,2023-11-11 01:34:00,0
10293,10293,10293,10293,4071,48,287,263,48,48,239,239,48,237,48,48,24,4071,48,287,24,28,28,2,4,4,4,4,4,2,2,2,2023-11-11 01:36:00,0
10346,10346,10347,10346,4091,48,294,262,48,48,245,245,48,238,48,48,32,4091,48,294,32,26,26,7,2,2,2,2,2,2,2,2,2023-11-11 01:38:00,0
10315,10315,10314,10315,4080,48,285,262,48,48,240,240,48,237,48,48,23,4080,48,285,23,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 01:40:00,0
10268,10268,10269,10268,4057,48,283,263,48,48,241,241,48,238,48,48,20,4057,48,283,20,28,28,3,4,4,4,4,4,2,2,2,2023-11-11 01:42:00,0
10284,10284,10286,10284,4064,48,287,260,48,48,238,238,48,237,48,48,27,4064,48,287,27,26,26,1,2,2,2,2,2,2,2,2,2023-11-11 01:44:00,0
10253,10253,10251,10253,4042,48,288,260,48,48,243,243,48,236,48,48,28,4042,48,288,28,26,26,7,2,2,2,2,2,2,2,2,2023-11-11 01:46:00,0
10317,10317,10318,10317,4086,48,281,262,48,48,239,239,48,237,48,48,19,4086,48,281,19,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 01:48:00,0
10293,10293,10291,10293,4067,48,286,263,48,48,241,241,48,238,48,48,23,4067,48,286,23,28,28,3,4,4,4,4,4,2,2,2,2023-11-11 01:50:00,0
10339,10339,10339,10339,4097,47,284,263,47,47,237,237,47,237,47,47,21,4097,47,284,21,26,26,0,2,2,2,2,2,2,2,2,2023-11-11 01:52:00,0
10375,10375,10375,10375,4105,48,294,262,48,48,242,242,48,239,48,48,32,4105,48,294,32,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 01:54:00,0
10283,10283,10284,10283,4061,47,289,261,47,47,238,238,47,236,47,47,28,4061,47,289,28,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 01:56:00,0
10311,10311,10311,10311,4072,48,294,263,48,48,241,241,48,238,48,48,31,4072,48,294,31,28,28,2,4,3,4,4,4,2,2,2,2023-11-11 01:58:00,2
10195,10195,10196,10195,4028,47,280,260,47,47,241,241,47,234,47,47,20,4028,47,280,20,27,27,7,3,2,3,3,3,2,2,2,2023-11-11 02:00:00,1
10327,10327,10325,10327,4077,47,298,262,47,47,243,243,47,238,47,47,36,4077,47,298,36,26,26,5,2,2,2,2,2,2,2,2,2023-11-11 02:02:00,2
10321,10321,10323,10321,4081,48,292,262,48,48,238,238,48,237,48,48,30,4081,48,292,30,26,26,1,2,2,2,2,2,2,2,2,2023-11-11 02:04:00,0
10317,10317,10316,10317,4079,48,294,264,48,48,239,239,48,237,48,48,30,4079,48,294,30,28,28,2,4,4,4,4,4,2,2,2,2023-11-11 02:06:00,0
10292,10292,10291,10292,4068,48,282,261,48,48,242,242,48,238,48,48,21,4068,48,282,21,26,26,4,2,2,2,2,2,2,2,2,2023-11-11 02:08:00,0
10311,10311,10311,10311,4070,48,294,261,48,48,241,241,48,237,48,48,33,4070,48,294,33,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 02:10:00,1
10320,10320,10320,10320,4077,48,295,264,48,48,242,242,48,238,48,48,31,4077,48,295,31,28,28,4,4,4,4,4,4,2,2,2,2023-11-11 02:12:00,0
10323,10323,10324,10323,4085,48,285,261,48,48,243,243,48,238,48,48,24,4085,48,285,24,26,26,4,2,2,2,2,2,2,2,2,2023-11-11 02:14:00,1
10366,10366,10365,10366,4101,48,289,263,48,48,241,241,48,238,48,48,26,4101,48,289,26,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 02:16:00,0
10327,10327,10330,10327,4088,48,280,262,48,48,240,240,48,238,48,48,18,4088,48,280,18,26,26,1,2,2,2,2,2,2,2,2,2023-11-11 02:18:00,1
10319,10319,10318,10319,4079,48,289,264,48,48,241,241,48,236,48,48,25,4079,48,289,25,28,28,5,4,4,4,4,4,2,2,2,2023-11-11 02:20:00,0
10209,10209,10207,10209,4034,48,340,261,48,48,239,239,48,236,48,48,79,4034,48,340,28,27,27,3,2,2,2,3,3,2,2,2,2023-11-11 02:22:00,54
10343,10343,10344,10343,4095,47,284,262,47,47,243,243,47,238,47,47,22,4095,47,284,22,26,26,5,2,2,2,2,2,2,2,2,2023-11-11 02:24:00,0
10366,10366,10365,10366,4099,48,296,264,48,48,243,243,48,238,48,48,32,4099,48,296,32,27,27,5,3,2,3,3,3,2,2,2,2023-11-11 02:26:00,1
10326,10326,10326,10326,4087,48,284,264,48,48,239,239,48,238,48,48,20,4087,48,284,20,28,28,1,4,3,4,4,4,2,2,2,2023-11-11 02:28:00,1
10351,10351,10351,10351,4097,47,289,262,47,47,239,239,47,238,47,47,27,4097,47,289,27,26,26,1,2,2,2,2,2,2,2,2,2023-11-11 02:30:00,0
10348,10348,10349,10348,4093,48,287,262,48,48,244,244,48,239,48,48,25,4093,48,287,25,26,26,5,2,2,2,2,2,2,2,2,2023-11-11 02:32:00,0
10333,10333,10332,10333,4089,48,286,264,48,48,238,238,48,237,48,48,22,4089,48,286,22,28,28,1,4,4,4,4,4,2,2,2,2023-11-11 02:34:00,0
10324,10324,10326,10324,4090,47,279,263,47,47,239,239,47,237,47,47,16,4090,47,279,16,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 02:36:00,0
10324,10324,10323,10324,4072,48,300,261,48,48,242,242,48,239,48,48,39,4072,48,300,39,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 02:38:00,0
10332,10332,10334,10332,4088,47,284,262,47,47,244,244,47,239,47,47,22,4088,47,284,22,26,26,5,2,2,2,2,2,2,2,2,2023-11-11 02:40:00,0
10288,10288,10285,10288,4063,48,287,264,48,48,238,238,48,236,48,48,23,4063,48,287,23,28,28,2,4,4,4,4,4,2,2,2,2023-11-11 02:42:00,0
10345,10345,10345,10345,4094,48,288,262,48,48,240,240,48,238,48,48,26,4094,48,288,26,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 02:44:00,0
10309,10308,10309,10308,4076,48,284,262,48,48,242,242,48,238,48,48,22,4076,48,284,22,26,26,4,2,2,2,2,2,2,2,2,2023-11-11 02:46:00,0
10195,10196,10195,10196,4026,48,286,259,48,48,236,236,48,234,48,48,27,4026,48,286,27,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 02:48:00,0
10290,10290,10291,10290,4062,48,287,262,48,48,243,243,48,239,48,48,25,4062,48,287,25,28,28,4,4,4,4,4,4,2,2,2,2023-11-11 02:50:00,0
10228,10228,10227,10228,4036,48,285,260,48,48,240,240,48,236,48,48,25,4036,48,285,25,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 02:52:00,1
10302,10302,10302,10302,4068,48,290,261,48,48,239,239,48,236,48,48,29,4068,48,290,29,27,27,3,3,2,3,3,3,2,2,2,2023-11-11 02:54:00,1
10334,10334,10334,10334,4084,48,291,262,48,48,246,246,48,238,48,48,29,4084,48,291,29,26,26,7,2,1,2,2,2,2,2,2,2023-11-11 02:56:00,2
10281,10281,10282,10281,4056,48,291,263,48,48,244,244,48,238,48,48,28,4056,48,291,28,28,28,6,4,4,4,4,4,2,2,2,2023-11-11 02:58:00,0
10302,10302,10304,10302,4078,48,283,261,47,47,238,238,47,236,47,48,22,4078,47,283,22,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 03:00:00,0
10306,10306,10303,10306,4063,47,302,261,48,48,238,238,48,238,48,47,41,4063,48,302,41,26,26,0,2,2,2,2,2,2,2,2,2023-11-11 03:02:00,0
10282,10282,10283,10282,4060,48,292,264,48,48,239,239,48,236,48,48,28,4060,48,292,28,28,28,3,4,4,4,4,4,2,2,2,2023-11-11 03:04:00,2
10273,10273,10273,10273,4064,47,275,260,47,47,241,241,47,238,47,47,15,4064,47,275,15,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 03:06:00,0
10269,10269,10269,10269,4058,48,277,261,48,48,239,239,48,236,48,48,16,4058,48,277,16,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 03:08:00,1
10355,10355,10355,10355,4102,47,283,262,47,47,244,244,47,238,47,47,21,4102,47,283,21,26,26,6,2,2,2,2,2,2,2,2,2023-11-11 03:10:00,0
10261,10261,10260,10261,4058,47,287,263,47,47,241,241,47,236,47,47,24,4058,47,287,24,28,28,5,4,4,4,4,4,2,2,2,2023-11-11 03:12:00,0
10332,10332,10332,10332,4082,48,301,263,48,48,240,240,48,238,48,48,38,4082,48,301,38,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 03:14:00,0
10289,10289,10289,10289,4059,48,290,260,48,48,239,239,48,236,48,48,30,4059,48,290,30,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 03:16:00,0
10317,10317,10317,10317,4078,48,292,262,48,48,242,242,48,238,48,48,30,4078,48,292,30,26,26,4,2,2,2,2,2,2,2,2,2023-11-11 03:18:00,0
10312,10312,10312,10312,4081,48,281,264,48,48,243,243,48,237,48,48,17,4081,48,281,17,28,28,6,4,4,4,4,4,2,2,2,2023-11-11 03:20:00,0
10250,10250,10251,10250,4049,48,283,260,48,48,238,238,48,236,48,48,23,4049,48,283,23,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 03:22:00,0
10274,10274,10275,10274,4060,48,284,261,48,48,241,241,48,237,48,48,23,4060,48,284,23,27,27,4,3,1,3,3,3,2,2,2,2023-11-11 03:24:00,2
10283,10283,10281,10283,4061,48,285,263,48,48,241,241,48,237,48,48,22,4061,48,285,22,28,28,4,4,4,4,4,4,2,2,2,2023-11-11 03:26:00,2
10282,10282,10282,10282,4061,48,287,261,48,48,239,239,48,237,48,48,26,4061,48,287,26,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 03:28:00,0
10304,10304,10305,10304,4075,48,288,261,48,48,240,240,48,237,48,48,27,4075,48,288,27,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 03:30:00,0
10292,10292,10291,10292,4067,48,292,261,48,48,239,239,48,237,48,48,31,4067,48,292,31,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 03:32:00,0
10279,10279,10279,10279,4062,47,282,263,47,47,239,239,47,237,47,47,19,4062,47,282,19,28,28,2,4,4,4,4,4,2,2,2,2023-11-11 03:34:00,0
10184,10184,10185,10184,4030,47,278,258,47,47,236,236,47,234,47,47,20,4030,47,278,20,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 03:36:00,0
10305,10305,10305,10305,4074,48,290,262,48,48,241,241,48,238,48,48,28,4074,48,290,28,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 03:38:00,0
10318,10318,10319,10318,4080,48,284,262,48,48,242,241,48,238,48,48,22,4080,48,284,22,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 03:40:00,1
10295,10295,10296,10295,4073,47,286,263,47,47,241,242,47,236,47,48,23,4073,47,286,23,28,28,5,4,4,4,4,4,2,2,2,2023-11-11 03:42:00,0
10283,10283,10282,10283,4066,48,277,261,47,47,241,241,47,238,47,47,16,4066,47,277,16,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 03:44:00,0
10295,10295,10294,10295,4069,47,287,261,48,48,238,238,48,236,48,47,26,4069,48,287,26,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 03:46:00,0
10318,10318,10320,10318,4079,48,290,264,48,48,242,242,48,238,48,48,26,4079,48,290,26,28,28,4,4,4,4,4,4,2,2,2,2023-11-11 03:48:00,2
10332,10332,10329,10332,4090,48,282,262,48,48,240,240,48,238,48,48,20,4090,48,282,20,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 03:50:00,0
10379,10379,10379,10379,4106,48,301,263,48,48,239,239,48,238,48,48,38,4106,48,301,38,26,26,1,2,1,2,2,2,2,2,2,2023-11-11 03:52:00,1
10291,10291,10293,10291,4067,48,289,262,48,48,238,238,48,237,48,48,27,4067,48,289,27,27,27,1,3,2,3,3,3,2,2,2,2023-11-11 03:54:00,1
10293,10293,10292,10293,4069,48,283,262,48,48,240,240,48,237,48,48,21,4069,48,283,21,28,28,3,4,4,4,4,4,2,2,2,2023-11-11 03:56:00,0
10338,10338,10337,10338,4086,48,294,262,48,48,243,243,48,237,48,48,32,4086,48,294,32,26,26,6,2,2,2,2,2,2,2,2,2023-11-11 03:58:00,0
10218,10218,10218,10218,4042,48,276,260,48,48,237,237,48,236,48,48,16,4042,48,276,16,26,26,1,2,2,2,2,2,2,2,2,2023-11-11 04:00:00,0
10337,10337,10338,10335,4083,48,300,262,48,48,242,242,48,237,48,48,38,4083,48,300,38,26,26,5,2,2,2,2,2,2,2,2,2023-11-11 04:02:00,0
10303,10303,10302,10303,4067,48,292,263,48,48,246,246,48,237,48,48,29,4067,48,292,29,28,28,9,4,4,4,4,4,2,2,2,2023-11-11 04:04:00,0
10344,10344,10345,10344,4089,47,291,262,47,47,243,243,47,238,47,47,29,4089,47,291,29,26,26,5,2,2,2,2,2,2,2,2,2023-11-11 04:06:00,0
10340,10340,10340,10340,4091,48,289,262,48,48,242,242,48,238,48,48,27,4091,48,289,27,26,26,4,2,2,2,2,2,2,2,2,2023-11-11 04:08:00,0
10307,10307,10307,10307,4075,48,284,262,48,48,239,239,48,237,48,48,22,4075,48,284,22,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 04:10:00,0
10313,10313,10312,10313,4078,48,289,264,48,48,237,237,48,237,48,48,25,4078,48,289,25,28,28,0,4,4,4,4,4,2,2,2,2023-11-11 04:12:00,0
10308,10308,10308,10308,4078,47,281,261,47,47,240,240,47,239,47,47,20,4078,47,281,20,26,26,1,2,2,2,2,2,2,2,2,2023-11-11 04:14:00,0
10321,10321,10321,10321,4084,48,289,261,48,48,240,240,48,237,48,48,28,4084,48,289,28,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 04:16:00,0
10305,10305,10305,10305,4069,48,293,264,48,48,241,241,48,237,48,48,29,4069,48,293,29,28,28,4,4,4,4,4,4,2,2,2,2023-11-11 04:18:00,0
10316,10316,10317,10316,4082,48,281,261,48,48,241,241,48,238,48,48,20,4082,48,281,20,26,26,3,2,1,2,2,2,2,2,2,2023-11-11 04:20:00,1
10251,10251,10251,10251,4047,47,284,262,47,47,241,241,47,236,47,47,22,4047,47,284,22,27,27,5,3,2,3,3,3,2,2,2,2023-11-11 04:22:00,1
10199,10199,10200,10199,4034,47,273,259,47,47,239,239,47,236,47,47,14,4034,47,273,14,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 04:24:00,0
10335,10335,10333,10335,4085,48,293,264,48,48,244,244,48,236,48,48,29,4085,48,293,29,28,28,8,4,4,4,4,4,2,2,2,2023-11-11 04:26:00,0
10311,10311,10313,10311,4074,48,290,261,48,48,240,240,48,238,48,48,29,4074,48,290,29,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 04:28:00,0
10300,10300,10298,10300,4065,48,293,260,48,48,236,236,48,236,48,48,33,4065,48,293,33,26,26,0,2,2,2,2,2,2,2,2,2023-11-11 04:30:00,0
10344,10344,10347,10344,4087,48,295,263,48,48,244,244,48,238,48,48,32,4087,48,295,32,26,26,6,2,2,2,2,2,2,2,2,2023-11-11 04:32:00,0
10296,10296,10293,10296,4064,48,291,263,48,48,240,240,48,238,48,48,28,4064,48,291,28,28,28,2,4,4,4,4,4,2,2,2,2023-11-11 04:34:00,0
10291,10291,10294,10291,4065,48,281,260,48,48,247,247,48,236,48,48,21,4065,48,281,21,26,26,11,2,2,2,2,2,2,2,2,2023-11-11 04:36:00,0
10680,10680,10678,10680,4064,107,344,322,107,107,302,302,107,298,107,107,22,4064,107,344,22,26,26,4,2,2,2,2,2,2,2,2,2023-11-11 04:38:00,0
10767,10767,10767,10767,4074,124,346,324,124,124,318,318,124,314,124,124,22,4074,124,346,22,28,28,4,4,4,4,4,4,2,2,2,2023-11-11 04:40:00,0
10750,10750,10750,10750,4071,114,331,310,114,114,314,314,114,312,114,114,21,4071,114,331,21,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 04:42:00,0
10757,10757,10757,10757,4072,125,363,332,125,125,307,307,125,304,125,125,31,4072,125,363,31,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 04:44:00,1
10754,10754,10754,10754,4089,114,359,331,114,114,309,309,114,308,114,114,28,4089,114,359,28,26,26,1,2,2,2,2,2,2,2,2,2023-11-11 04:46:00,0
10789,10789,10789,10789,4086,120,366,334,120,120,313,313,120,307,120,120,32,4086,120,366,32,28,28,6,4,3,4,4,4,2,2,2,2023-11-11 04:48:00,1
10658,10658,10658,10658,4040,109,348,328,109,109,304,304,109,301,109,109,20,4040,109,348,20,26,26,3,3,2,3,3,3,2,2,2,2023-11-11 04:50:00,1
10802,10802,10802,10802,4091,109,363,334,109,109,318,318,109,314,109,109,29,4091,109,363,29,26,26,4,2,2,2,2,2,2,2,2,2023-11-11 04:52:00,0
10765,10765,10764,10765,4069,120,347,332,120,120,315,315,120,312,120,120,15,4069,120,347,15,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 04:54:00,0
10718,10718,10719,10718,4049,113,353,323,113,113,309,309,113,306,113,113,30,4049,113,353,30,28,28,3,4,4,4,4,4,2,2,2,2023-11-11 04:56:00,0
10781,10781,10781,10781,4077,122,359,320,122,122,310,310,122,309,122,122,39,4077,122,359,39,27,27,1,2,2,2,2,2,2,2,2,2023-11-11 04:58:00,0
10806,10806,10806,10806,4086,116,358,332,116,116,305,305,116,301,116,117,26,4086,116,358,26,26,26,4,2,2,2,2,2,2,2,2,2023-11-11 05:00:00,0
10778,10778,10778,10775,4088,113,362,327,113,113,305,305,113,304,113,112,35,4088,113,362,35,28,28,1,4,4,4,4,4,2,2,2,2023-11-11 05:02:00,0
10784,10784,10783,10784,4085,123,359,333,123,123,308,308,123,305,123,123,26,4085,123,359,26,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 05:04:00,0
10758,10758,10761,10758,4071,121,351,326,121,121,301,301,121,298,121,121,25,4071,121,351,25,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 05:06:00,0
10758,10758,10756,10758,4076,115,352,328,115,115,313,313,115,308,115,115,24,4076,115,352,24,26,26,5,2,2,2,2,2,2,2,2,2023-11-11 05:08:00,0
10825,10825,10826,10825,4093,112,372,343,112,112,313,313,112,307,112,112,29,4093,112,372,29,28,28,6,4,4,4,4,4,2,2,2,2023-11-11 05:10:00,0
10789,10789,10787,10789,4080,128,372,332,128,128,298,298,128,296,128,128,40,4080,128,372,40,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 05:12:00,0
10700,10700,10700,10700,4050,114,356,326,114,114,305,305,114,302,114,114,30,4050,114,356,30,25,25,3,2,2,2,2,2,2,2,2,2023-11-11 05:14:00,0
10765,10765,10765,10764,4062,120,336,316,120,120,304,304,120,300,120,120,20,4062,120,336,20,27,27,3,3,2,3,3,3,2,2,2,2023-11-11 05:16:00,2
10730,10730,10733,10731,4061,116,359,333,116,116,303,303,116,299,116,116,26,4061,116,359,26,28,28,4,4,3,4,4,4,2,2,2,2023-11-11 05:18:00,1
10797,10797,10795,10797,4089,120,368,332,120,120,301,301,120,297,120,120,36,4089,120,368,36,26,26,4,2,2,2,2,2,2,2,2,2023-11-11 05:20:00,0
10813,10813,10813,10813,4082,125,343,322,125,125,312,312,125,305,125,125,21,4082,125,343,21,26,26,6,2,2,2,2,2,2,2,2,2023-11-11 05:22:00,1
10790,10790,10791,10790,4090,104,363,332,104,104,315,315,104,312,104,104,31,4090,104,363,31,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 05:24:00,0
10806,10806,10805,10806,4098,115,353,330,115,115,308,308,115,306,115,115,23,4098,115,353,23,28,28,2,4,4,4,4,4,2,2,2,2023-11-11 05:26:00,0
10752,10752,10751,10752,4058,112,366,344,112,112,297,297,112,294,112,112,22,4058,112,366,22,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 05:28:00,0
10750,10750,10750,10750,4070,113,348,329,113,113,309,309,113,306,113,113,19,4070,113,348,19,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 05:30:00,0
10763,10763,10763,10763,4071,117,349,318,117,117,312,312,117,303,117,117,31,4071,117,349,31,28,28,9,4,4,4,4,4,2,2,2,2023-11-11 05:32:00,0
10754,10754,10757,10754,4069,115,353,331,114,114,310,310,114,306,114,115,22,4069,114,353,22,26,26,4,2,2,2,2,2,2,2,2,2023-11-11 05:34:00,0
10790,10790,10787,10790,4079,118,362,338,119,119,304,304,119,302,119,118,24,4079,119,362,24,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 05:36:00,2
10671,10671,10672,10671,4052,114,337,318,114,114,296,296,114,293,114,114,19,4052,114,337,19,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 05:38:00,0
10804,10804,10804,10804,4091,119,351,335,119,119,310,310,119,309,119,119,16,4091,119,351,16,28,28,1,4,4,4,4,4,2,2,2,2023-11-11 05:40:00,0
10776,10776,10776,10776,4075,126,351,331,126,126,308,308,126,306,126,126,20,4075,126,351,20,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 05:42:00,0
10793,10793,10792,10793,4085,122,355,335,122,122,318,318,122,316,122,122,20,4085,122,355,20,26,26,2,2,2,2,2,2,2,2,2,2023-11-11 05:44:00,0
10714,10714,10716,10714,4050,120,355,333,120,120,303,303,120,298,120,120,22,4050,120,355,22,27,27,5,3,1,3,3,3,2,2,2,2023-11-11 05:46:00,2
10697,10697,10695,10697,4047,108,362,332,108,108,309,309,108,302,108,108,30,4047,108,362,30,28,28,7,4,4,4,4,4,2,2,2,2023-11-11 05:48:00,0
10759,10759,10763,10759,4047,123,355,333,123,123,318,318,123,315,123,123,22,4047,123,355,22,26,26,3,2,2,2,2,2,2,2,2,2023-11-11 05:50:00,0
11270,11270,11268,11270,4074,176,428,400,176,176,382,382,176,377,176,176,28,4074,176,428,28,26,26,5,2,2,2,2,2,2,2,2,2023-11-11 05:52:00,0
11192,11192,11191,11192,4050,177,446,413,177,177,371,371,177,368,177,177,33,4050,177,446,33,28,28,3,4,4,4,4,4,2,2,2,2023-11-11 05:54:00,0
